r_f_addr,mi_ctrline,oneway_dir,displayrou,r_t_addr,f_street,objectid,pre_dir,st_type,t_street,l_f_addr,street,l_t_addr,st_name,AREA,PERIMETER,COMAREA_,COMAREA_ID,AREA_NUMBE,COMMUNITY,SHAPE_AREA,SHAPE_LEN,length
4532,0.757411447524,,SHARED-LANE,4028,S KENTON AVE,514,W,ST,S PULASKI RD,4533,59TH ST,4025,59TH,0,0,0,0,56,GARFIELD RIDGE,117890778.429,60080.4479704,0.219709661911641
4532,0.757411447524,,SHARED-LANE,4028,S KENTON AVE,514,W,ST,S PULASKI RD,4533,59TH ST,4025,59TH,0,0,0,0,62,WEST ELSDON,32711091.4259,26229.6956007,1218.71107880562
3900,1.26528370359,,SHARED-LANE,3024,S PULASKI RD,515,W,ST,S SACRAMENTO AVE,3901,59TH ST,3025,59TH,0,0,0,0,62,WEST ELSDON,32711091.4259,26229.6956007,797.307345365055
3900,1.26528370359,,SHARED-LANE,3024,S PULASKI RD,515,W,ST,S SACRAMENTO AVE,3901,59TH ST,3025,59TH,0,0,0,0,63,GAGE PARK,61284896.1132,32294.1959107,1238.95725082646
2201,0.355393169264,,BIKE LANE,2399,N WEBSTER ST,516,N,AVE,W FULLERTON AVE,2200,LINCOLN AVE,2398,LINCOLN,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,571.942456303566
344,0.105811425728,,BUFFERED BIKE LANE,301,W FIFTH AVE,517,S,BLVD,W JACKSON BLVD,343,CENTRAL PARK BLVD,300,CENTRAL PARK,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,170.286075672134
3601,0.503433646776,,SHARED-LANE,3949,W ADDISON ST,518,N,AVE,W IRVING PARK RD,3600,DAMEN AVE,3958,DAMEN,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,810.190429600035
1599,0.374855136623,,BIKE LANE,1301,S ASHLAND AVE,519,W,ST,S THROOP ST,1598,TAYLOR ST,1300,TAYLOR,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,603.264157044686
700,0.6875737119,,BIKE LANE,220,S EMERALD AVE,520,W,ST,S WENTWORTH AVE,701,ROOT ST,223,ROOT,0,0,0,0,37,FULLER PARK,19916704.8692,25339.0897503,395.699417952731
700,0.6875737119,,BIKE LANE,220,S EMERALD AVE,520,W,ST,S WENTWORTH AVE,701,ROOT ST,223,ROOT,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,710.827640811933
1133,0.128994895077,,ACCESS PATH,1101,E ROOSEVELT RD,521,S,,E 11TH ST,1132,MUSEUM CMAPS ACCESS,1100,MUSEUM CMAPS ACCESS,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,207.593874234379
1801,0.043149930243,,ACCESS PATH,1799,N RAVENSWOOD AVE,522,W,,N RAVENSWOOD AVE,1800,BERWYN AVE CONNECTION,1798,BERWYN AVE CONNECTION,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,69.4424119783426
4050,0.219071003349,,BUFFERED BIKE LANE,3900,W 41ST ST,523,S,ST,W PERSHING RD,4049,HALSTED ST,3901,HALSTED,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,0.156106786471528
4050,0.219071003349,,BUFFERED BIKE LANE,3900,W 41ST ST,523,S,ST,W PERSHING RD,4049,HALSTED ST,3901,HALSTED,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,352.399870780853
1201,0.326488681475,,BIKE LANE,801,W ROOSEVELT RD,767,S,ST,W POLK ST,1200,PAULINA ST,800,PAULINA,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,525.427126645374
6401,0.501710758306,,BIKE LANE,6759,W DEVON AVE,524,N,AVE,W PRATT BLVD,6400,KEDZIE AVE,6758,KEDZIE,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,807.420459049445
778,0.167160162689,,BUFFERED BIKE LANE,701,S HALSTED ST,525,W,ST,S DESPLAINES ST,779,HARRISON ST,700,HARRISON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,269.014674998477
2598,0.702755273785,,BIKE LANE,2354,S WESTERN AVE,526,S,AVE,S WOLCOTT AVE,2599,BLUE ISLAND AVE,2355,BLUE ISLAND,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,1130.964479666
1558,0.122548683746,,BIKE LANE,1500,N ASHLAND AVE,527,W,AVE,N GREENVIEW AVE,1559,FULLERTON AVE,1501,FULLERTON,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,197.220901282806
2459,0.375723478021,,BIKE LANE,2201,W 25TH ST,528,S,AVE,W CERMAK RD,2458,CENTRAL PARK AVE,2200,CENTRAL PARK,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,0.145191300139725
2459,0.375723478021,,BIKE LANE,2201,W 25TH ST,528,S,AVE,W CERMAK RD,2458,CENTRAL PARK AVE,2200,CENTRAL PARK,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,604.519842911086
4800,0.206033430533,,BIKE LANE,4899,W LAWRENCE AVE,529,N,ST,W AINSLIE ST,4801,CLARK ST,4898,CLARK,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,331.575201844021
1500,0.154571717105,,BIKE LANE,1601,W LE MOYNE ST,530,N,AVE,W NORTH AVE,1501,DAMEN AVE,1600,DAMEN,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,248.756720482805
241,0.168543581385,N,PROTECTED BIKE LANE,359,W WACKER DR,531,N,ST,W KINZIE ST,240,DEARBORN ST,358,DEARBORN,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,201.473939575619
241,0.168543581385,N,PROTECTED BIKE LANE,359,W WACKER DR,531,N,ST,W KINZIE ST,240,DEARBORN ST,358,DEARBORN,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,69.7666023088002
3429,0.253581449564,,SHARED-LANE,3559,W ROSCOE ST,532,N,AVE,W ADDISON ST,3428,NARRAGANSETT AVE,3558,NARRAGANSETT,0,0,0,0,17,DUNNING,103595001.175,54555.9925337,408.100473000545
4001,0.402800675488,,BUFFERED BIKE LANE,4259,W IRVING PARK RD,533,N,AVE,W FOREST PRESERVE DR,4000,OAK PARK AVE,4258,OAK PARK,0,0,0,0,17,DUNNING,103595001.175,54555.9925337,647.920493687206
2200,1.20700298478,,BIKE LANE,3200,N BELL AVE,534,W,BLVD,N KEDZIE AVE,2201,PRATT BLVD,3201,PRATT,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,1942.46916897391
1262,0.255357931901,,SHARED-LANE,1100,N MALDEN ST,597,W,AVE,N BROADWAY,1255,WILSON AVE,1101,WILSON,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,410.95409908935
4001,1.22037542306,,SHARED-LANE,4789,W IRVING PARK RD,535,N,AVE,W LAWRENCE AVE,4000,MILWAUKEE AVE,4790,MILWAUKEE,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,0.268186409264895
4001,1.22037542306,,SHARED-LANE,4789,W IRVING PARK RD,535,N,AVE,W LAWRENCE AVE,4000,MILWAUKEE AVE,4790,MILWAUKEE,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,1963.73303234108
3664,0.446022619706,,PROTECTED BIKE LANE,3900,N WAVELAND AVE,536,N,AVE,N KILPATRICK AVE,3665,MILWAUKEE AVE,3901,MILWAUKEE,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,243.13404485252
3664,0.446022619706,,PROTECTED BIKE LANE,3900,N WAVELAND AVE,536,N,AVE,N KILPATRICK AVE,3665,MILWAUKEE AVE,3901,MILWAUKEE,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,474.667884259628
4901,0.201895968168,,BIKE LANE,4957,N SHERIDAN RD,537,W,ST,N MARINE DR,4900,ARGYLE ST,4956,ARGYLE,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,324.916126991415
6251,0.125579571234,N,BIKE LANE,6341,W ROSEMONT AVE,538,N,AVE,W SHERIDAN RD,6250,KENMORE AVE,6340,KENMORE,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,0.149778870537132
6251,0.125579571234,N,BIKE LANE,6341,W ROSEMONT AVE,538,N,AVE,W SHERIDAN RD,6250,KENMORE AVE,6340,KENMORE,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,201.948602295183
1900,0.0627623586438,,BIKE LANE,1958,W 18TH ST,539,S,AVE,W 17TH ST,1901,DAMEN AVE,1959,DAMEN,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,101.005251246988
7100,0.810710825892,,BIKE LANE,627,S STATE ST,540,E,ST,S CHAMPLAIN AVE,7101,71ST ST,628,71ST,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,1304.69088832976
7100,0.15624067281,,BIKE LANE,7168,S LANGLEY AVE,541,E,ST,S SOUTH CHICAGO AVE,7101,71ST ST,7167,71ST,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,251.44049749085
552,0.0513194020471,,BIKE LANE,572,S JEFFERSON ST,542,W,ST,S CLINTON ST,551,18TH ST,573,18TH,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,82.5894474792224
446,0.0997780357089,,BIKE LANE,500,S CLINTON ST,543,W,ST,S CANAL ST,449,18TH ST,501,18TH,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,160.574969580968
101,0.0826277572461,,BUFFERED BIKE LANE,135,S MICHIGAN AVE,544,E,ST,S INDIANA AVE,100,18TH ST,134,18TH,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,132.974386909057
2534,0.504110400013,,SHARED-LANE,2558,S PULASKI RD,545,W,ST,S CENTRAL PARK AVE,2531,26TH ST,2559,26TH,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,811.28302198437
3600,0.503054548658,,SHARED-LANE,3200,S CENTRAL PARK AVE,546,W,ST,S KEDZIE AVE,3601,26TH ST,3201,26TH,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,809.58297774755
758,0.0724145082995,,SHARED-LANE,730,N CLARENDON AVE,598,W,AVE,N MARINE DR,759,WILSON AVE,729,WILSON,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,116.538391794877
1928,1.00614193234,,BUFFERED BIKE LANE,1958,W 79TH ST,547,S,AVE,W 71ST ST,1929,DAMEN AVE,1959,DAMEN,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,784.959076946509
1928,1.00614193234,,BUFFERED BIKE LANE,1958,W 79TH ST,547,S,AVE,W 71ST ST,1929,DAMEN AVE,1959,DAMEN,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,834.253118002594
6901,0.813339014902,,BUFFERED BIKE LANE,6301,W 69TH ST,548,S,AVE,W 63RD ST,6900,DAMEN AVE,6300,DAMEN,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,1308.92918332524
1940,0.755232901996,,BIKE LANE,4959,W MONTROSE AVE,549,N,AVE,W ARGYLE ST,1941,DAMEN AVE,4958,DAMEN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,1215.41839106939
1938,0.251088176771,,BIKE LANE,1974,W FOSTER AVE,550,N,AVE,W BALMORAL AVE,1939,DAMEN AVE,1973,DAMEN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,404.083563881767
1900,0.403254753155,,BIKE LANE,1958,W LAKE ST,551,N,AVE,W GRAND AVE,1901,DAMEN AVE,1959,DAMEN,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,233.846048541046
1900,0.403254753155,,BIKE LANE,1958,W LAKE ST,551,N,AVE,W GRAND AVE,1901,DAMEN AVE,1959,DAMEN,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,415.123391463858
1201,0.85374267799,,BIKE LANE,501,W DIVISION ST,552,N,AVE,W GRAND AVE,1200,DAMEN AVE,500,DAMEN,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,1373.95263219708
2701,0.254756083074,,BIKE LANE,2759,N CENTRAL PARK AVE,553,W,AVE,N KIMBALL AVE,2700,DIVERSEY AVE,2758,DIVERSEY,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,409.987965248957
716,0.0781957272237,,SHARED-LANE,740,W LAKE ST,554,N,ST,W FULTON MARKET,717,HALSTED ST,741,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,125.842206438451
430,0.227476843706,,BUFFERED BIKE LANE,740,W HUBBARD ST,555,N,ST,W ERIE AVE,431,HALSTED ST,741,HALSTED,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,366.083793544379
1473,0.43720004522,,NEIGHBORHOOD GREENWAY,1134,N CLARK ST,649,W,AVE,N BROADWAY,1472,LELAND AVE,1133,LELAND,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,703.597532088228
501,0.465637265926,W,BIKE LANE,521,N WABASH AVE,556,E,AVE,N MCCLURG CT,500,GRAND AVE,520,GRAND,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,749.358663885576
501,0.179332878539,W,BIKE LANE,521,N MCCLURG CT,557,E,AVE,N LAKESHORE DR,500,GRAND AVE,520,GRAND,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,288.603495866737
758,0.129134286573,,PROTECTED BIKE LANE,2498,W 26TH ST,558,S,ST,S ARCHER AVE,753,HALSTED ST,2499,HALSTED,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,207.818782226148
2476,0.213800214702,,PROTECTED BIKE LANE,2372,S ARCHER AVE,559,S,ST,S LUMBER ST,2475,HALSTED ST,2373,HALSTED,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,113.897253883904
2476,0.213800214702,,PROTECTED BIKE LANE,2372,S ARCHER AVE,559,S,ST,S LUMBER ST,2475,HALSTED ST,2373,HALSTED,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,230.176358764666
2201,0.162420203447,,BIKE LANE,2351,W CERMAK RD,560,S,ST,W LUMBER ST,2200,HALSTED ST,2350,HALSTED,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,261.386576381691
1601,0.501517276699,,BIKE LANE,2201,W 14TH ST,561,S,ST,W CERMAK RD,1600,HALSTED ST,2200,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,0.155283161911392
1601,0.501517276699,,BIKE LANE,2201,W 14TH ST,561,S,ST,W CERMAK RD,1600,HALSTED ST,2200,HALSTED,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,806.948046027071
1760,0.206699267238,E,BUFFERED BIKE LANE,1600,W OGDEN AVE,562,W,BLVD,S ASHLAND AVE,1757,JACKSON BLVD,1601,JACKSON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,332.64674559046
1500,0.88121641566,E,BUFFERED BIKE LANE,800,S LAFLIN ST,563,W,BLVD,S HALSTED ST,1501,JACKSON BLVD,801,JACKSON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,1418.16345233118
301,0.410724000348,,PROTECTED BIKE LANE,347,N PINE AVE,564,W,ST,N LARAMIE AVE,300,LAKE ST,348,LAKE,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,660.995593571198
301,1.99135272018,,PROTECTED BIKE LANE,173,N LARAMIE AVE,565,W,ST,N CENTRAL PARK DR,300,LAKE ST,172,LAKE,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,1230.82993235723
301,1.99135272018,,PROTECTED BIKE LANE,173,N LARAMIE AVE,565,W,ST,N CENTRAL PARK DR,300,LAKE ST,172,LAKE,0,0,0,0,26,WEST GARFIELD PARK,36092848.8151,26238.5419796,1633.27797212413
301,1.99135272018,,PROTECTED BIKE LANE,173,N LARAMIE AVE,565,W,ST,N CENTRAL PARK DR,300,LAKE ST,172,LAKE,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,340.653245538963
4407,0.419817635085,,BIKE LANE,4707,W MONTROSE AVE,594,N,AVE,W LELAND AVE,4400,LINCOLN AVE,4672,LINCOLN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,675.62527296681
154,0.180059727263,,BUFFERED BIKE LANE,32,S WENTWORTH AVE,595,W,ST,S LAFAYETTE AVE,155,83RD ST,33,83RD,0,0,0,0,44,CHATHAM,82320670.3112,42006.9450094,289.773572365886
4451,1.12236619452,,BUFFERED BIKE LANE,3601,N KENNETH AVE,566,W,AVE,N CENTRAL PARK AVE,4450,LAWRENCE AVE,3600,LAWRENCE,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,1806.26632964945
6700,0.500794027048,,BIKE LANE,6758,S DAMEN AVE,567,W,RD,S ASHLAND AVE,6701,MARQUETTE RD,6759,MARQUETTE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,805.941354819124
3900,0.522734803336,,BUFFERED BIKE LANE,3936,S MARTIN LUTHER KING JR DR,569,E,RD,S COTTAGE GROVE AVE,3901,PERSHING RD,3937,PERSHING,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,363.573698215042
3900,0.522734803336,,BUFFERED BIKE LANE,3936,S MARTIN LUTHER KING JR DR,569,E,RD,S COTTAGE GROVE AVE,3901,PERSHING RD,3937,PERSHING,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,477.671954936651
3900,0.135533457265,,BUFFERED BIKE LANE,881,S COTTAGE GROVE AVE,570,E,RD,E OAKWOOD BLVD,3901,PERSHING RD,882,PERSHING,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,218.116038299197
3001,0.752225631089,,BIKE LANE,2401,W WELLINGTON AVE,571,N,AVE,W FULLERTON AVE,3000,SOUTHPORT AVE,2400,SOUTHPORT,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,403.796277530889
3001,0.752225631089,,BIKE LANE,2401,W WELLINGTON AVE,571,N,AVE,W FULLERTON AVE,3000,SOUTHPORT AVE,2400,SOUTHPORT,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,806.780255061467
1304,1.00717994247,,BIKE LANE,1346,W BELMONT AVE,572,N,AVE,W IRVING PARK RD,1305,SOUTHPORT AVE,1347,SOUTHPORT,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,1620.88135169494
1036,0.501807315749,S,BIKE LANE,1068,W ARDMORE AVE,573,N,AVE,W GRANVILLE AVE,1037,WINTHROP AVE,1069,WINTHROP,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,807.57131378738
1036,0.252661661095,S,BIKE LANE,1062,W GRANVILLE AVE,574,N,AVE,W SHERIDAN RD,1037,WINTHROP AVE,1069,WINTHROP,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,0.147857314475868
1036,0.252661661095,S,BIKE LANE,1062,W GRANVILLE AVE,574,N,AVE,W SHERIDAN RD,1037,WINTHROP AVE,1069,WINTHROP,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,406.46700666585
3459,0.250083094775,,BUFFERED BIKE LANE,2200,N WESTERN AVE,575,W,ST,N LEAVITT ST,3458,ROSCOE ST,2201,ROSCOE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,402.466315956474
1932,0.503147852605,,BUFFERED BIKE LANE,1958,W 87TH ST,576,S,AVE,W 83RD ST,1935,DAMEN AVE,1959,DAMEN,0,0,0,0,70,ASHBURN,135460337.208,54818.1546317,26.9504792260887
1932,0.503147852605,,BUFFERED BIKE LANE,1958,W 87TH ST,576,S,AVE,W 83RD ST,1935,DAMEN AVE,1959,DAMEN,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,782.779295427738
3600,0.504285170432,,BIKE LANE,4000,N CENTRAL PARK AVE,577,W,AVE,N PULASKI AVE,3601,DIVERSEY AVE,4001,DIVERSEY,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,811.564556944254
3201,0.53875756347,,BIKE LANE,2622,N CAMPBELL AVE,579,N,ST,W ADDISON ST,3200,ROCKWELL ST,2623,ROCKWELL,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,867.03961443254
8259,0.503042356411,,BUFFERED BIKE LANE,7901,W 83RD ST,580,S,AVE,W 79TH ST,8258,DAMEN AVE,7900,DAMEN,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,809.560018543958
0,0.126770715816,S,BIKE LANE,0,E 26TH ST,581,S,DR,E 25TH ST,2558,DR MARTIN LUTHER KING JR DR,2500,DR MARTIN LUTHER KING JR,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,204.014335112714
800,0.418746356873,,BIKE LANE,500,S HALSTED ST,582,W,ST,S CANAL ST,801,26TH ST,501,26TH,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,673.897833503744
500,0.0919236269209,,BUFFERED BIKE LANE,400,S CANAL ST,583,W,ST,S STEWART AVE,501,26TH ST,401,26TH,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,147.698787459482
500,0.0919236269209,,BUFFERED BIKE LANE,400,S CANAL ST,583,W,ST,S STEWART AVE,501,26TH ST,401,26TH,0,0,0,0,60,BRIDGEPORT,58291519.2767,32732.7183268,0.235864200795884
400,0.244201918999,,BIKE LANE,200,S STEWART AVE,584,W,ST,S WENTWORTH AVE,401,26TH ST,201,26TH,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,392.99919991016
200,0.137088454084,,BUFFERED BIKE LANE,60,S WENTWORTH AVE,585,W,ST,S FEDERAL ST,201,26TH ST,61,26TH,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,1.42607940227261
200,0.137088454084,,BUFFERED BIKE LANE,60,S WENTWORTH AVE,585,W,ST,S FEDERAL ST,201,26TH ST,61,26TH,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,219.19310220156
60,0.593438272298,,BIKE LANE,400,S FEDERAL ST,586,E,ST,S KING DR,61,26TH ST,401,26TH,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,954.797109943538
60,0.593438272298,,BIKE LANE,400,S FEDERAL ST,586,E,ST,S KING DR,61,26TH ST,401,26TH,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,0.234149964160656
2249,0.040979179671,,BUFFERED BIKE LANE,0,N ELSTON AVE,587,N,PKWY,N ELSTON CT,2250,ELSTON PKWY,0,ELSTON,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,65.9489599104046
2300,0.252679752342,,PROTECTED BIKE LANE,2426,N ELSTON CT,588,N,PKWY,N DAMEN AVE,2301,ELSTON PKWY,2425,ELSTON,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,406.64475345148
2411,0.0816412491203,,BIKE LANE,2499,N DAMEN AVE,589,N,PKWY,N ELSTON AVE,2414,ELSTON PKWY,2498,ELSTON,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,131.387636074122
376,0.282243738021,,OFF-STREET TRAIL,269,W LAKE ST,590,W,,N LASALLE ST,377,CHICAGO RIVERWALK,268,CHICAGO RIVERWALK,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,454.220764310178
8300,0.0764065453746,,BIKE LANE,7900,S GREEN BAY AVE,591,E,ST,S LAKE SHORE DRIVE,8301,83RD ST,7901,83RD,0,0,0,0,46,SOUTH CHICAGO,93272185.0092,52435.9794313,122.961167431735
3359,0.252009375856,E,BUFFERED BIKE LANE,3200,N HOMAN BLVD,592,W,BLVD,N KEDZIE AVE,3358,WARREN BLVD,3201,WARREN,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,405.567310580312
2701,0.174043267465,,BUFFERED BIKE LANE,2779,W LOGAN BLVD,593,N,AVE,N WESTERN AVE,2700,ELSTON AVE,2778,ELSTON,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,0.238116294775391
2701,0.174043267465,,BUFFERED BIKE LANE,2779,W LOGAN BLVD,593,N,AVE,N WESTERN AVE,2700,ELSTON AVE,2778,ELSTON,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,279.855021110728
633,0.0317730330299,,BIKE LANE,7158,S CHAMPLAIN AVE,596,E,ST,S LANGLEY AVE,630,71ST ST,7159,71ST,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,51.1328381371287
801,0.17753473425,,BIKE LANE,601,W POLK ST,768,S,ST,W HARRISON ST,800,PAULINA ST,600,PAULINA,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,285.711487377159
360,0.139058780228,E,BIKE LANE,520,N WACKER DR,599,W,ST,N CANAL ST,361,WASHINGTON ST,521,WASHINGTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,133.378506182866
360,0.139058780228,E,BIKE LANE,520,N WACKER DR,599,W,ST,N CANAL ST,361,WASHINGTON ST,521,WASHINGTON,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,90.4117857831192
1160,0.130716548303,,BIKE LANE,1100,S RACINE AVE,600,W,ST,S ABERDEEN ST,1161,TAYLOR ST,1101,TAYLOR,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,210.365376693124
740,0.166560497632,,BUFFERED BIKE LANE,641,N HALSTED ST,601,W,ST,N DESPLAINES ST,741,FULTON ST,640,FULTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,268.049640256978
5601,2.02177313916,,BUFFERED BIKE LANE,4001,S CENTRAL AVE,602,W,ST,S PULASKI RD,5600,MADISON ST,4000,MADISON,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,2036.34370761339
5601,2.02177313916,,BUFFERED BIKE LANE,4001,S CENTRAL AVE,602,W,ST,S PULASKI RD,5600,MADISON ST,4000,MADISON,0,0,0,0,26,WEST GARFIELD PARK,36092848.8151,26238.5419796,1217.37720220968
2201,0.469328389436,,BUFFERED BIKE LANE,1901,W CERMAK RD,603,S,AVE,S STATE ST,2200,ARCHER AVE,1900,ARCHER,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,294.121166529549
2201,0.469328389436,,BUFFERED BIKE LANE,1901,W CERMAK RD,603,S,AVE,S STATE ST,2200,ARCHER AVE,1900,ARCHER,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,461.178450493985
2801,0.706849030582,,BUFFERED BIKE LANE,3179,W DIVERSEY PKWY,604,N,AVE,W BELMONT AVE,2800,CLYBOURN AVE,3176,CLYBOURN,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,1137.55326232157
9962,0.13203763418,,SHARED-LANE,9900,E 100TH ST,605,S,L,E 99TH ST,9963,AVENUE L,9901,AVENUE,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,212.488217905012
2001,0.509051924987,,BIKE LANE,1601,S DAMEN AVE,606,W,RD,S ASHLAND AVE,2000,ROOSEVELT RD,1600,ROOSEVELT,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,819.231334651451
5959,0.505480691343,,SHARED-LANE,5600,S AUSTIN AVE,607,W,ST,S CENTRAL AVE,5958,63RD ST,5601,63RD,0,0,0,0,64,CLEARING,71145192.3827,45363.2861749,813.492062984424
